Year,Artist,Title,Category,Award
2012,Stian Carstensen,Farmers Market : Slav to the rhythm,Komponist,Nei
2012,Ståle Kleiberg,Trondheim Symfoniorkester: Ståle Kleiberg: David and Bathsheba,Komponist,Nei
2012,Ørjan Matre,Rolf Borch: Inside out,Komponist,Nei
2012,El Caco,"Hatred, Love and Diagrams",Metal,Nei
2012,Enslaved,RIITIIR,Metal,Nei
2012,Nekromantheon,"Rise, Vulcan Spectre",Metal,Ja
2012,André Chocron,Mikhael Paskalev: I Spy,Årets Musikkvideo,Nei
2012,Eivind Tolås,Kaizers Orchestra: Begravelsespolka,Årets Musikkvideo,Ja
2012,Frederic Esnault,Madcon feat. Kaveh: Snu deg rundt,Årets Musikkvideo,Nei
2012,Kavar Singh,Karpe Diem: Toyota'n til Magdi,Årets Musikkvideo,Nei
2012,Luke Gilford,Susanne Sundfør: The Silicone Veil,Årets Musikkvideo,Nei
2012,Frida Amundsen,September Blue,Årets Nykommer & Gramostipend,Nei
2012,Gabrielle,Mildt sagt,Årets Nykommer & Gramostipend,Nei
2012,Highasakite,All That Floats Will Rain,Årets Nykommer & Gramostipend,Nei
2012,LidoLido,Pretty Girls & Grey Sweaters,Årets Nykommer & Gramostipend,Ja
2012,Moskus,Salmesykkel,Årets Nykommer & Gramostipend,Nei
2012,Hanne Kolstø,FlashBlack,Pop,Nei
2012,I was a king,You love it here,Pop,Nei
2012,Karpe Diem,"Kors på halsen, ti kniver i hjertet og mor og far i døden",Pop,Ja
2012,LidoLido,Pretty girls and grey sweaters,Pop,Nei
2012,Susanne Sundfør,The silicone veil,Pop,Nei
2012,Death by Unga Bunga,The kids are up to no good,Rock,Nei
2012,Last Heat,Last Heat,Rock,Nei
2012,Motorpsycho & Ståle Storløkken,The death defying unicorn,Rock,Nei
2012,Tommy Tokyo,And the horse came riderless,Rock,Ja
2012,Asamisimasa,Pretty Sound,Samtid,Ja
2012,Frode Haltli,Arne Nordheim Complete Accordion Works,Samtid,Nei
2012,Rolf Borch,Inside Out,Samtid,Nei
2012,Ellen Sofie Hovland,Ellen Sofie Hovland: Vær her for meg,Tekstforfatter,Nei
2012,Frank Tønnesen,Tønes: Sån av salve,Tekstforfatter,Ja
2012,Fredrik William Olsen,Fredrik William Olsen : Hver gang æ græv,Tekstforfatter,Nei
2012,John Olav Nilsen & Gjengen,John Olav Nilsen: Den eneste veien ut,Tekstforfatter,Nei
2012,Magdi Omar Ytreeide Abdelmaguid / Chirag Rashmikant Patel,"Karpe Diem: Kors på halsen, ti kniver i hjertet og mor og far i døden",Tekstforfatter,Nei
2012,Henning Kvitnes,Ingen tid å miste,Vise,Nei
2012,Kari Bremnes,Og så kom resten av livet,Vise,Nei
2012,Odd Børretzen & Lars Martin Myhre,Noen ganger er det over,Vise,Nei
2012,Tønes,Sån av salve,Vise,Ja
2012,Daniel Herskedal / Marius Neset,Neck of the woods,Åpen Klasse,Nei
2012,Farmers Market,Slav To The Rhythm,Åpen Klasse,Ja
2012,Mari Kvien Brunvoll,Mari Kvien Brunvoll,Åpen Klasse,Nei
2012,Admiral P,Kallenavn,Årets Hit,Nei
2012,Donkeyboy,City boy,Årets Hit,Nei
2012,Sirkus Eliassen,Æ vil bare dans,Årets Hit,Ja
2012,Vamp,Liten fuggel,Årets Hit,Nei
2012,Vinni,Sommerfuggel i Vinterland,Årets Hit,Nei
2012,Kaizers Orchestra,,Årets Spellemann,Ja
2011,Dunderly,Monstermos,Barneplate,Nei
2011,Oslo Soul Children,Love,Barneplate,Nei
2011,Tonje Unstad,Mygga og Flua,Barneplate,Ja
2011,Amund Maarud,Electric,Blues,Ja
2011,Knut Reiersrud & Mighty Sam McClain,One drop is plenty,Blues,Nei
2011,Rita Engedalen,Chapels and bars,Blues,Nei
2011,Earlybird Stringband,Blind Sides,Country,Nei
2011,Ni Liv,Langhelg,Country,Nei
2011,Onkel Tuka,Hvit Honning,Country,Ja
2011,Dænsebændet,Vi talas!,Danseorkester,Ja
2011,Hanne Mette,Vår,Danseorkester,Nei
2011,Ole Ivars,34,Danseorkester,Nei
2011,Biosphere,N-Plants,Elektronika,Ja
2011,Bugge Wesseltoft & Henrik Schwarz,Wesseltoft Schwarz Duo,Elektronika,Nei
2011,Casiokids,Aabenbaringen over aaskammen,Elektronika,Nei
2011,Hekla Stålstrenga,Makramé,Folkemusikk/Gammaldans,Nei
2011,Juusk (Inga Juuso/Harald Skullerud),Juusk,Folkemusikk/Gammaldans,Nei
2011,Ragnhild Furebotten,Never on a Sunday,Folkemusikk/Gammaldans,Ja
2011,Øystein Sandbukt,Normør,Folkemusikk/Gammaldans,Nei
2011,Jan Eggum,,Årets Hederspris,Ja
2011,Helge Lien Trio,Natsukashii,Jazz,Nei
2011,Håkon Kornstad,Symphonies in my head,Jazz,Nei
2011,Mats Eilertsen,SkyDive,Jazz,Nei
2011,Nils Petter Molvær,Baboon Moon,Jazz,Nei
2011,Ola Kvernberg,Liarbird,Jazz,Ja
2011,Henning Kraggerud / Lars Anders Tomter/Christoph Richter,Mozart Divertimento in E flat Major,Klassisk Musikk,Nei
2011,Leif Ove Andsnes / Christian Tetzlaff / Tanja Tetzlaff,Schumann - Complete Works For Piano Trio,Klassisk musikk,Ja
2011,Truls Mørk,CPE Bach: Cello Concertos,Klassisk musikk,Nei
2011,Vilde Frang,Grieg/Bartok/Strauss: Violin Sonatas,Klassisk musikk,Nei
2011,Ane Brun,It All Starts With One,Komponist,Nei
2011,Bodø Sinfonietta/Eggen/Lundeng/Torjesen: Rolf Wallin,Wire and String,Komponist,Ja
2011,Hilde Marie Kjersem,Let´s Let Go,Komponist,Nei
2011,Marit Larsen,Spark,Komponist,Nei
2011,Synne Skouen,Call-Notes,Komponist,Nei
2011,Insense,Burn In Beatiful Fire,Metal,Nei
2011,Shining,Live Blackjazz,Metal,Nei
2011,Taake,Noregs Vaapen,Metal,Nei
2011,Vreid,V,Metal,Nei
2011,Årabrot,Solar Anus,Metal,Ja
2011,Ane Brun,Do You Remember,Årets Musikkvideo,Nei
2011,Casiokids,Det haster!,Årets Musikkvideo,Nei
2011,Cold Mailman,Time is of the essence,Årets Musikkvideo,Nei
2011,Envy,One Song,Årets Musikkvideo,Ja
2011,Sivert Høyem,Under Administration,Årets Musikkvideo,Nei
2011,Honningbarna,La Alarmane Gå,Årets Nykommer,Nei
2011,Jonas Alaska,Jonas Alaska,Årets Nykommer,Ja
2011,Ragnhild Hemsing,Yr,Årets nykommer,Nei
2011,Razika,Program 91,Årets nykommer,Nei
2011,Team Me,To The Treetops,Årets nykommer,Nei
2011,Ane Brun,It All Starts With One,Kvinnelig Artist,Ja
2011,Hilde Marie Kjersem,Let´s Let Go,Kvinnelig Artist,Nei
2011,Marit Larsen,Spark,Kvinnelig Artist,Nei
2011,Siri Nilsen,Alle snakker sant,Kvinnelig Artist,Nei
2011,Bernhoft,Solidarity Breaks,Mannlig Artist,Ja
2011,Jonas Alaska,Jonas Alaska,Mannlig artist,Nei
2011,Odd Nordstoga,Bestevenn,Mannlig Artist,Nei
2011,Sivert Høyem,Long Slow Distance,Mannlig Artist,Nei
2011,Eva & The Heartmaker,Dominoes,Popgruppe,Nei
2011,Katzenjammer,A Kiss Before You Go,Popgruppe,Nei
2011,Montée,Rendition Of You,Popgruppe,Nei
2011,Real Ones,First Night on Earth,Popgruppe,Nei
2011,Team Me,To The Treetops,Popgruppe,Ja
2011,Honningbarna,La Alarmane Gå,Rock,Ja
2011,John Olav Nilsen & Gjengen,Det Nærmeste Du Kommer,Rock,Nei
2011,Kaizers Orchestra,Violeta Violeta Volume I,Rock,Nei
2011,Oslo Ess,Uleste Bøker Og Utgåtte Sko,Rock,Nei
2011,Rumble in Rhodos,Signs of Fervent Devotion,Rock,Nei
2011,Håkon Austbø,Wanted,Samtidsmusikk,Nei
2011,Håkon Thelin,Light,Samtidsmusikk,Ja
2011,Oslo Phil.Orch/Saraste/Hesby,Nordheim: Epitaffio,Samtidsmusikk,Nei
2011,Jonas Alaska,Jonas Alaska,Tekstforfatter,Nei
2011,Lars Vaular,Du betyr meg,Tekstforfatter,Ja
2011,Maria Mena,Viktoria,Tekstforfatter,Nei
2011,Martin Hagfors,I Like You,Tekstforfatter,Nei
2011,Odd Nordstoga,Bestevenn,Tekstforfatter,Nei
2011,Joddski,Bensin på bålet,Hip-Hop,Nei
2011,Lars Vaular,Du betyr meg,Hip-Hop,Ja
2011,Son of Light,War Of the Words,Hip-Hop,Nei
2011,Beate S. Lech,Min Song og Hjarteskatt,Viser,Nei
2011,Kim André Rysstad,Vegen,Viser,Nei
2011,Stein Torleif Bjella,Vonde Visu,Viser,Ja
2011,Susanna Wallumrød,Jeg vil hjem til menneskene,Viser,Nei
2011,Aasmund Nordstoga,Tolv dagar i jola,Viser,Nei
2011,Barut - Inga Juuso,Balggis,Åpen Klasse,Ja
2011,Biret Ristin Sara,Áidnen,Åpen Klasse,Nei
2011,Fargespill,Fargespill,Åpen Klasse,Nei
2011,Skaidi/Inga Juuso & Steinar Raknes,Headland - Skáidegeahci,Åpen Klasse,Nei
2011,Susanne Lundeng,Mot,Åpen Klasse,Nei
2011,Admiral P,Snakke litt,Årets Hit,Nei
2011,Erik og Kriss,Lighter,Årets Hit,Nei
2011,Gabrielle,Ring meg,Årets Hit,Nei
2011,Plumbo,Møkkamenn live,Årets Hit,Ja
2011,Stella Mwangi,Kinanda,Årets Hit,Nei
2011,Jarle Bernhoft,,Årets Spellemann,Ja
2010,Eiksmarka skole og Rikskonsertene,Jeg vil bygge mitt land,Barneplate,Nei
2010,Maj Britt Andersen,Indranis sang,Barneplate,Nei
2010,Rasmus og verdens beste band,Puppan te pappa,Barneplate,Ja
2010,Terje Formo,Kaptein Sabeltann og havets hemmelighet,Barneplate,Nei
2010,Billy T. Band,L.O.V.E. (Just a Silly Notion),Blues,Ja
2010,Erik 'Slim' Zahl & the South West Swingers,Daddy'O,Blues,Nei
2010,Little Andrew,Loadstone,Blues,Nei
2010,Earlybird Stringband,Earlybird Stringband,Country,Nei
2010,Hellbilles,Leite etter lykka,Country,Nei
2010,Ida Jenshus,No Guarantees,Country,Ja
2010,Steff Nevers,Ain't no Bad Life,Country,Nei
2010,Furulunds,Ekte diamant,Danseorkester,Nei
2010,Ole Ivars,Stjerneklart,Danseorkester,Ja
2010,Sogns,Ei enkel rose,Danseorkester,Nei
2010,Bjørn Torske,Kokning,Elektronika,Nei
2010,Lindstrøm & Christabelle,Real Life is no Cool,Elektronika,Ja
2010,Ost & Kjex,Cajun Lunch,Elektronika,Nei
2010,Gjermund Larsen Trio,Aurum,Folkemusikk/Gammaldans,Nei
2010,Ingvill Marit Buen Garnås & Per Anders Buen Garnås,"Salme, segn & solbøn",Folkemusikk/Gammaldans,Nei
2010,Sondre Bratland / Annbjørg Lien,Alle vegne,Folkemusikk/Gammaldans,Nei
2010,Unni Boksasp Ensemble,Keramello,Folkemusikk/Gammaldans,Ja
2010,A-ha,,Årets Hederspris,Ja
2010,Elephant9,Walk the Nile,Jazz,Ja
2010,Ivar Antonsen / Vigleik Storaas,Dialogues,Jazz,Nei
2010,Paolo Vinaccia,Very Much Alive,Jazz,Nei
2010,Supersilent,10,Jazz,Nei
2010,Trondheim Jazz Orchestra & Eirik Hegdal m/ Joshua Redman,Triads and More,Jazz,Nei
2010,Håvard Gimse / Henning Kraggerud,Schubert & Schumann,Klassisk musikk,Nei
2010,Leif Ove Andsnes,Rachmaninov: Piano Concertos 3 & 4,Klassisk musikk,Nei
2010,Sigurd Slåttebrekk / Oslo Filharmoniske Orkester m/ Jurowski,Chasing the Butterfly,Klassisk musikk,Nei
2010,Trondheimsolistene,In Folk Style,Klassisk musikk,Ja
2010,Gjermund Larsen,Gjermund Larsen Trio: Aurum,Populærkomponist,Nei
2010,Ingrid Olava,Ingrid Olava: The Guest,Populærkomponist,Nei
2010,Odd Nordstoga,Odd Nordstoga: November,Populærkomponist,Nei
2010,Susanne Sundfør,Susanne Sundfør: The Brothel,Populærkomponist,Nei
2010,Thom Hell,Thom Hell: All Good Things,Populærkomponist,Nei
2010,Knut Vaage,Bergen Philharmonic Orchestra: Gardens of Hokkaido,Samtidskomponist,Nei
2010,Lene Grenager,Alpaca Ensemble: Systema Naturae,Samtidskomponist,Nei
2010,Nils Henrik Asheim,Nils Henrik Asheim & Gjertrud's Gypsy Orchestra: Mazurka - Remaking Chopin,Samtidskomponist,Ja
2010,Enslaved,Axioma Ethica Odini,Metal,Ja
2010,Ihsahn,After,Metal,Nei
2010,Shining,Blackjazz,Metal,Nei
2010,Solefald,Norrøn livskunst,Metal,Nei
2010,Casiokids,En vill hest,Årets musikkvideo,Nei
2010,Kaizers Orchestra,Hjerteknuser,Årets musikkvideo,Nei
2010,Lars Vaular,En eneste,Årets musikkvideo,Nei
2010,Röyksopp,The Drug,Årets musikkvideo,Nei
2010,Yoga Fire,Superkul med kniv,Årets musikkvideo,Ja
2010,Bjørn Johan Muri,,Årets nykommer,Nei
2010,Frida Ånnevik,,Årets nykommer,Nei
2010,Kvelertak,,Årets nykommer,Ja
2010,Moddi,,Årets nykommer,Nei
2010,Thomas Eriksen,,Årets nykommer,Nei
2010,Christel Alsos,Tomorrow is,Kvinnelig Artist,Nei
2010,Ida Marie,Katla,Kvinnelig Artist,Nei
2010,Ingrid Olava,The Guest,Kvinnelig Artist,Ja
2010,Moddi,Floriography,Mannlig artist,Nei
2010,Odd Nordstoga,November,Mannlig artist,Nei
2010,Thom Hell,All Good Things,Mannlig artist,Ja
2010,Thomas Dybdahl,Waiting for that One Clear Moment,Mannlig artist,Nei
2010,deLillos,Hjernen er alene i Operaen,Popgruppe,Nei
2010,I Was a King,Old Friends,Popgruppe,Nei
2010,Kråkesølv,Bomtur til jorda,Popgruppe,Ja
2010,Madcon,Contraband,Popgruppe,Nei
2010,Stargate,,Årets Produsent,Ja
2010,Blood Command,Ghostlocks,Rock,Nei
2010,Kvelertak,Kvelertak,Rock,Ja
2010,Motorpsycho,Heavy Metal Fruit,Rock,Nei
2010,Serena-Maneesh,No 2: Abyss in B minor,Rock,Nei
2010,Tommy Tokyo & Starving for my Gravy,"Go time, Showtime & Absolute War",Rock,Nei
2010,Alpaca Ensemble,Systema Naturae,Samtidsmusikk,Nei
2010,Edvin Østergaard,Die 7. Himmelsrichtung,Samtidsmusikk,Ja
2010,Øivind Farmen,Norwegian Safari,Samtidsmusikk,Nei
2010,Erik Fosnes Hansen,Finn Kalvik & Erik Fosnes Hansen: Neste stasjon Grorud,Tekstforfatter,Ja
2010,Ingrid Olava,Ingrid Olava: The Guest,Tekstforfatter,Nei
2010,Odd Nordstoga,Odd Nordstoga: November,Tekstforfatter,Nei
2010,Susanne Sundfør,Susanne Sundfør: The Brothel,Tekstforfatter,Nei
2010,Karpe Diem,Aldri solgt en løgn,Hip Hop,Nei
2010,Lars Vaular,"Helt om natten, helt om dagen",Hip Hop,Ja
2010,Salvador Sanchez,Happy Daze,Hip Hop,Nei
2010,Finn Kalvik & Erik Fosnes Hansen,Neste stasjon Grorud,Viser,Nei
2010,Frida Ånnevik,Synlige hjerteslag,Viser,Nei
2010,Jan Toft,Alle e aleina,Viser,Nei
2010,Narum,Ælt som var søkk borte,Viser,Ja
2010,Vamp,I full symfoni II,Viser,Nei
2010,Beady Belle,At Welding Bridge,Åpen Klasse,Nei
2010,Jaga Jazzist,One-Armed Bandit,Åpen Klasse,Ja
2010,Karl Seglem,Ossicles,Åpen Klasse,Nei
2010,Pelbo,Pelbo,Åpen Klasse,Nei
2010,Petter Wettre / Audun Kleice,The Only Way to Travel 2,Åpen Klasse,Nei
2010,Bjørn Johan Muri,Yes Man,Årets hit,Nei
2010,Karpe Diem,Ruter,Årets hit,Nei
2010,Lars Vaular,Rett opp og ned,Årets hit,Nei
2010,Madcon,Glow,Årets hit,Ja
2010,Maria Mena,Home for Christmas,Årets hit,Nei
2010,Karpe Diem,Aldri solgt en løgn,Årets Spellemann,Ja
2009,Diverse Artister,Go' natt,Barneplate,Nei
2009,Gjermund Larsen og Bom Basker,Går I fjøs,Barneplate,Nei
2009,Malin Reitan,Malin,Barneplate,Ja
2009,Trond Brænne,Bamsen er borte,Barneplate,Nei
2009,Reidar Larsen,Kom inn te oss,Blues,Ja
2009,Ronnie Jacobsen,The San Jose Sessions,Blues,Nei
2009,The Crank Bros.,"Black Midnights, Stars & Streetlights",Blues,Nei
2009,Barry Matheson,,Årets Bransjepris,Ja
2009,Jonas Fjeld & Chatham County Lines,Brother of Song,Country,Nei
2009,Steff Nevers,Closest to My Heart,Country,Nei
2009,Tore Andersen,Right Around the Corner,Country,Ja
2009,Anne Nørdsti,Livet er nå,Danseorkester,Nei
2009,Ole Ivars,Femten ferske,Danseorkester,Nei
2009,Vagabond,Vagabond,Danseorkester,Ja
2009,Lindstrøm & Prins Thomas,II,Elektronika,Nei
2009,Mungolian Jetset,We gave it All Away,Elektronika,Nei
2009,Röyksopp,Junior,Elektronika,Ja
2009,Vinter in Hollywood,Outbreak,Elektronika,Nei
2009,Daniel Sandèn-Warg / Sigurd Brokke,Rammeslag II,Folkemusikk/Gammaldans,Nei
2009,Olav Luksengård Mjelva,"Fele / Hardingfele, Røros / Hallingdal",Folkemusikk/Gammaldans,Ja
2009,Synnøve S. Bjørset,Slåttar,Folkemusikk/Gammaldans,Nei
2009,Håvard Stubø Quartet,Way Up (Way Down),Jazz,Nei
2009,Kim Johannesen / Svein Magnus Furu / Tore T. Sandbakken,Kayak,Jazz,Nei
2009,Nils-Petter Molvær,Hamada,Jazz,Nei
2009,Solveig Slettahjell,Tarpan Seasons,Jazz,Nei
2009,Tord Gustavsen Ensemble,"Restored, Returned",Jazz,Ja
2009,Grieg Trio,Tchaikovsky / Smetana / Grieg,Klassisk musikk,Nei
2009,Henning Kraggerud / Bård Monsen / Lars Anders Tomter / Ole-Erik Ree,Ysaÿe: String Trios,Klassisk musikk,Nei
2009,Oslo Philharmonic Orchestra / Jansons,Gustav Mahler Symfoni: 7 Live,Klassisk musikk,Nei
2009,Vilde Frang,Prokofiev & Sibelius: Violin Concertos,Klassisk musikk,Ja
2009,Cato Sundberg / Kent Sundberg,Donkeyboy: Caught In a Life,Populærkomponist,Nei
2009,Lars Christian Narum,Narum: Samma hen du fær,Populærkomponist,Nei
2009,Ole Jørgen Ottosen,Tellusalie: The Man Across the Fountain,Populærkomponist,Nei
2009,Svein Berge / Torbjørn Brundtland,Röyksopp: Junior,Populærkomponist,Ja
2009,Øystein Greni,BigBang: Edendale,Populærkomponist,Nei
2009,Lasse Thoresen,To the Brother Peoples,Samtidskomponist,Nei
2009,Ruben S. Gjertsen,Grains,Samtidskomponist,Ja
2009,Sven Lyder Kahrs,Dew Sparrows Breath,Samtidskomponist,Nei
2009,Code,Resplendent Grotesque,Metal,Nei
2009,The Cumshots,A Life Less Necessary,Metal,Ja
2009,Årabrot,The Brother Seed,Metal,Nei
2009,Donkeyboy,Ambitions,Årets musikkvideo,Ja
2009,Karpe Diem,Krølla 50-lapp y'all,Årets musikkvideo,Nei
2009,Kings of Convenience,Boat Behind,Årets musikkvideo,Nei
2009,Kompani 69,Hyrdan,Årets musikkvideo,Nei
2009,Röyksopp,The Girl and the Robot,Årets musikkvideo,Nei
2009,Alexander Rybak,,Årets nykommer,Nei
2009,Donkeyboy,,Årets nykommer,Ja
2009,John Olav Nilsen & Gjengen,,Årets nykommer,Nei
2009,Kråkesølv,,Årets nykommer,Nei
2009,Vilde Frang,,Årets nykommer,Nei
2009,Ane Brun,Live at Stockholm Concert Hall,Kvinnelig Artist,Nei
2009,Hanne Hukkelberg,Blood From a Stone,Kvinnelig Artist,Nei
2009,Julie Dahle Aagård,Stompin' Feet,Kvinnelig Artist,Nei
2009,Noora Noor,Soul Deep,Kvinnelig artist,Ja
2009,Alexander Rybak,Fairytales,Mannlig artist,Nei
2009,Martin Hagfors,Men and Flies,Mannlig artist,Nei
2009,Sivert Höyem,Moon Landing,Mannlig artist,Ja
2009,Sondre Lerche,Heartbeat Radio,Mannlig artist,Nei
2009,Datarock,Red,Popgruppe,Nei
2009,Donkeyboy,Caught in a Life,Popgruppe,Nei
2009,Kings of Convenience,Declaration of Dependence,Popgruppe,Nei
2009,Montée,Isle of Now,Popgruppe,Ja
2009,Yngve Sætre,,Årets Produsent,Ja
2009,DumDum Boys,Tidsmaskin,Rock,Nei
2009,Heroes & Zeros,Simian Vices Modern Devices,Rock,Nei
2009,John Olav Nilsen & Gjengen,For sant til å være godt,Rock,Ja
2009,Motorpsycho,Child of the Future,Rock,Nei
2009,Skambankt,Hardt regn,Rock,Nei
2009,Håkon Austbø,Norwegian Imperatives,Samtidsmusikk,Nei
2009,Oslo Philharmonic Orchestra / Gupta og Szivay m/Herresthal / Birkeland / Bullock og Styffe,Low Jive,Samtidsmusikk,Ja
2009,Truls Mørk / Scottish Chamber Orchestra / John Storgårds,Plays Hallgrimson,Samtidsmusikk,Nei
2009,Anne Grete Preus,Nesten alene,Tekstforfatter,Nei
2009,Frank Tønnesen,Tønes: Sobihob,Tekstforfatter,Nei
2009,Kjartan Kristiansen / Aslak Dørum,DumDum Boys: Tidsmaskin,Tekstforfatter,Ja
2009,Stein Torleif Bjella,Heidersmenn,Tekstforfatter,Nei
2009,Sverre Knudsen,La det brenne,Tekstforfatter,Nei
2009,Chris Lee,Love Ghost,Hip hop,Nei
2009,Lars Vaular,D'e glede,Hip hop,Nei
2009,Tommy Tee,Studio Time,Hip hop,Ja
2009,Helene Bøksle,Morild,Viser,Nei
2009,Narum,Samma hen du fær,Viser,Nei
2009,Stein Torleif Bjella,Heidersmenn,Viser,Nei
2009,Tonje Unstad,Æ ror aleina,Viser,Ja
2009,Aasmund Nordstoga,Ein visefugg,Viser,Nei
2009,Crimetime Orchestra,Atomic Symphony,Åpen Klasse,Nei
2009,Knut Reiersrud,Gitar,Åpen Klasse,Nei
2009,Kristin Asbjørnsen,The Night Shines Like the Day,Åpen Klasse,Ja
2009,Mari Boine,Sterna Paradisea,Åpen Klasse,Nei
2009,When,Homage Series Vol. 1: Sun Ra,Åpen Klasse,Nei
2009,Alexander Rybak,Fairytales,Årets hit,Nei
2009,Donkeyboy,Ambitions,Årets hit,Ja
2009,Jaa9 & OnklP,Glir forbi,Årets hit,Nei
2009,Paperboys,Lonely Traveller,Årets hit,Nei
2009,Röyksopp feat. Robyn,The Girl and the Robot,Årets hit,Nei
2009,Alexander Rybak,Fairytales,Årets Spellemann,Ja
2009,Jahn Teigen,,Årets hederspris,Ja
2008,Klaus Sonstad,Indianer Cowboy,Barneplate,Nei
2008,Maj Britt Andersen,Pulverheksas jul,Barneplate,Nei
2008,Trondheim Sinfonietta,Så rart…!,Barneplate,Ja
2008,Good Time Charlie,Mojo Energy,Blues,Nei
2008,Orbo & the Longshots,High Roller,Blues,Ja
2008,Rita Engedalen,The Tree Still Standing,Blues,Nei
2008,Audun Tylden,,Årets Bransjepris,Ja
2008,Ida Jenshus,Color of the Sun,Country,Ja
2008,Ila Auto,Over the Next Hill,Country,Nei
2008,Rita Eriksen,Hjerteslag,Country,Nei
2008,Roy Lønhøiden,Når dagen demrer blått,Country,Nei
2008,Ingemars,I Finnskogens rike,Danseorkester,Ja
2008,Sogns,Det koster å vara kar,Danseorkester,Nei
2008,Steinar Engelbrektson Band,Rabalder,Danseorkester,Nei
2008,Lindstrøm,Where You Go I Go Too,Elektronika,Ja
2008,Mental Overdrive,You are Being Manipulated,Elektronika,Nei
2008,Skatebård,Cosmos,Elektronika,Nei
2008,Flukt,Stille før stormen,Folkemusikk/Gammaldans,Nei
2008,Gjermund Larsen Trio,Ankomst,Folkemusikk/Gammaldans,Ja
2008,John Ole Morken,"Slåtter fra Hessdalen, Haltdalen og Ålen",Folkemusikk/Gammaldans,Nei
2008,Ragnhild Furebotten & Tore Bruvoll,Hekla stålstrenga,Folkemusikk/Gammaldans,Nei
2008,Helge Lien Trio,Hello Troll,Jazz,Ja
2008,Mathias Eick,The Door,Jazz,Nei
2008,Moment,Paradiso,Jazz,Nei
2008,Radka Toneff,Butterfly,Jazz,Nei
2008,Henning Kraggerud,Eugéne Ysaye: Six Sonatas for Solo Violin,Klassisk musikk,Ja
2008,Leif Ove Andsnes & Det Norske Kammerorkester,Mozart: Piano Concertos 17 & 20,Klassisk musikk,Nei
2008,Trondheimsolistene,Divertimenti,Klassisk musikk,Nei
2008,Ingrid Olava,Back to Love,Årets populærkomponist,Nei
2008,Odin Staveland,Vamp: St. Mandag,Årets populærkomponist,Nei
2008,Thom Hell,Darling,Årets populærkomponist,Ja
2008,Maja S. K. Ratkje,River Mouth Echoes,Årets samtidskomponist,Nei
2008,Ole-Henrik Moe jr.,Vent litt lenger,Årets samtidskomponist,Nei
2008,Risto Holopainen,Garbage Collection,Årets samtidskomponist,Ja
2008,Benea Reach,Alleviat,Metal,Nei
2008,Enslaved,Vertebrae,Metal,Ja
2008,Keep of Kalessin,Kolossus,Metal,Nei
2008,Beady Belle,Self-Fulfilling,Årets musikkvideo,Nei
2008,Madcon,Liar,Årets musikkvideo,Ja
2008,Madrugada,Look Away Lucifer,Årets musikkvideo,Nei
2008,Maria Mena,All This Time,Årets musikkvideo,Nei
2008,Thom Hell,My Heart is Longing for a Soul,Årets musikkvideo,Nei
2008,Erlend Bratland,True Colors,Årets nykommer,Nei
2008,Ida Maria,Fortress Round My Heart,Årets nykommer,Ja
2008,Ingrid Olava,Juliet's Wishes,Årets nykommer,Nei
2008,Katzenjammer,Le Pop,Årets nykommer,Nei
2008,Ane Brun,Changing of the Seasons,Kvinnelig Artist,Nei
2008,Ingrid Olava,Juliet's Wishes,Kvinnelig Artist,Nei
2008,Maria Mena,Cause and Effect,Kvinnelig Artist,Ja
2008,Marit Larsen,The Chase,Kvinnelig Artist,Nei
2008,Bjørn Eidsvåg,Pust,Mannlig artist,Nei
2008,Julian Berntzen,Rocket Ship Love,Mannlig artist,Nei
2008,Thom Hell,God if I Saw Her Now,Mannlig artist,Ja
2008,Åge Aleksandersen og Sambandet,Katalysator,Mannlig artist,Nei
2008,Lester,This Village,Popgruppe,Nei
2008,Real Ones,All for the Neighbourhood,Popgruppe,Ja
2008,The Margarets,Twenty Years Erased,Popgruppe,Nei
